cluster_id	group
1	mua
2	good
3	mua
4	good
5	good
6	mua
7	noise
8	good
9	noise
13	mua
16	mua
17	good
18	good
19	mua
20	good
22	mua
23	good
25	mua
26	noise
27	noise
28	good
29	mua
30	good
32	noise
33	mua
34	mua
35	noise
36	good
37	mua
38	mua
40	good
42	good
43	mua
44	mua
45	noise
46	mua
47	noise
48	good
49	mua
51	good
52	good
53	good
54	noise
55	noise
56	noise
58	noise
59	noise
61	mua
64	mua
65	mua
66	mua
67	good
68	mua
69	good
70	mua
71	noise
72	good
73	mua
74	good
75	good
76	good
77	noise
78	mua
79	good
80	mua
82	mua
83	mua
84	mua
85	mua
86	noise
87	noise
88	mua
89	noise
90	noise
92	noise
93	noise
96	noise
97	noise
99	mua
100	mua
101	mua
102	noise
103	mua
104	noise
106	mua
107	good
108	noise
109	mua
110	noise
111	mua
112	noise
113	mua
114	noise
116	mua
117	good
118	mua
119	noise
120	good
121	good
123	good
125	mua
126	noise
127	noise
128	noise
129	noise
130	mua
131	noise
132	noise
133	mua
134	noise
136	mua
139	good
140	noise
141	mua
142	mua
143	good
144	good
145	mua
146	good
148	mua
149	mua
152	noise
153	noise
154	noise
155	good
156	mua
157	noise
159	mua
161	mua
162	good
163	noise
165	noise
167	good
168	mua
169	mua
170	good
171	good
172	mua
173	mua
174	mua
175	noise
177	mua
178	noise
179	mua
180	noise
181	noise
182	mua
183	mua
184	noise
185	noise
186	mua
187	good
188	noise
189	good
190	good
191	noise
192	good
194	good
285	good
286	good
287	good
288	good
381	good
465	good
606	good
711	good
812	good
891	good
892	good
893	good
