id	amplitude	channel	depth	firing_rate	group	n_spikes
1	46.81826019	21	31.00000000	1.1 spk/s	good	2828
2	40.26432037	12	27.00000000	5.6 spk/s	good	14002
4	36.69674301	17	20.00000000	4.8 spk/s	good	12099
5	24.77352142	5	4.00000000	7.5 spk/s	mua	18870
6	30.50851440	43	34.00000000	1.2 spk/s	good	2958
8	25.89129257	50	38.00000000	0.7 spk/s	good	1851
9	28.45605087	27	9.00000000	8.0 spk/s	noise	20059
10	21.85513115	47	45.00000000	0.3 spk/s	good	835
11	29.94985771	52	39.00000000	1.8 spk/s	mua	4439
13	16.66111946	7	8.00000000	1.1 spk/s	noise	2674
14	11.55219650	34	64.00000000	0.5 spk/s	noise	1342
15	46.31679916	10	26.00000000	0.1 spk/s	mua	183
17	19.01375389	39	54.00000000	4.0 spk/s	good	10061
19	27.00454330	7	8.00000000	1.0 spk/s	noise	2595
20	34.72352219	19	19.00000000	0.7 spk/s	good	1721
22	35.73231506	8	25.00000000	1.7 spk/s	good	4240
25	13.43399048	8	25.00000000	4.0 spk/s	noise	10138
26	16.47367096	26	7.00000000	3.1 spk/s	mua	7868
31	20.63153839	57	40.00000000	9.6 spk/s	mua	23970
32	27.25162888	46	36.00000000	3.7 spk/s	good	9149
34	38.57842636	4	13.00000000	4.4 spk/s	good	11035
35	24.83392715	23	32.00000000	8.1 spk/s	good	20186
36	27.51581955	50	38.00000000	1.1 spk/s	good	2721
37	26.46724701	16	29.00000000	0.6 spk/s	mua	1588
39	13.97111225	62	62.00000000	0.9 spk/s	noise	2292
40	32.48303223	43	34.00000000	1.8 spk/s	good	4433
41	34.11940765	14	28.00000000	0.7 spk/s	mua	1629
43	11.55219078	34	64.00000000	0.9 spk/s	noise	2244
45	26.27686691	5	4.00000000	0.0 spk/s	noise	61
46	14.25898266	47	45.00000000	1.6 spk/s	mua	3978
49	15.11798668	34	64.00000000	5.7 spk/s	noise	14364
50	37.26388931	6	24.00000000	3.8 spk/s	mua	9445
51	24.70483208	27	9.00000000	2.2 spk/s	good	5438
52	28.38701439	7	8.00000000	6.6 spk/s	noise	16650
54	46.57220840	16	29.00000000	4.0 spk/s	good	9892
56	30.93654060	55	41.00000000	1.2 spk/s	mua	3018
57	36.65882492	14	28.00000000	1.6 spk/s	good	4024
58	12.21232605	34	64.00000000	0.5 spk/s	noise	1135
59	24.47557449	25	10.00000000	2.1 spk/s	good	5187
61	13.34776592	34	64.00000000	0.6 spk/s	noise	1397
63	13.17108345	34	64.00000000	1.8 spk/s	noise	4587
65	21.36191368	31	15.00000000	1.9 spk/s	mua	4788
68	57.42895126	10	26.00000000	2.3 spk/s	good	5817
70	11.75313282	34	64.00000000	2.1 spk/s	noise	5289
71	23.01385117	20	18.00000000	1.6 spk/s	good	4099
73	16.22436523	55	41.00000000	3.1 spk/s	noise	7694
74	16.26136017	35	49.00000000	0.3 spk/s	noise	766
75	49.40388870	8	25.00000000	0.8 spk/s	mua	2037
76	12.50233746	34	64.00000000	0.5 spk/s	noise	1267
78	32.50621796	43	34.00000000	4.4 spk/s	good	10962
79	33.65872574	14	28.00000000	0.3 spk/s	good	745
80	33.72171021	21	31.00000000	4.0 spk/s	good	9991
81	34.61326218	14	28.00000000	2.3 spk/s	good	5757
86	13.28067875	34	64.00000000	0.3 spk/s	noise	826
87	12.09549522	34	64.00000000	0.1 spk/s	noise	321
88	11.87358093	58	52.00000000	1.4 spk/s	mua	3399
89	31.02278519	41	33.00000000	2.9 spk/s	good	7362
91	12.50233078	34	64.00000000	0.2 spk/s	noise	463
93	32.68815231	13	22.00000000	1.7 spk/s	good	4330
95	12.25655746	34	64.00000000	1.1 spk/s	noise	2822
96	19.09425735	48	37.00000000	1.6 spk/s	noise	4011
97	38.20992279	23	32.00000000	3.9 spk/s	good	9682
99	19.44109726	47	45.00000000	0.7 spk/s	good	1750
100	13.67237282	34	64.00000000	0.8 spk/s	noise	1963
101	26.68394661	5	4.00000000	3.4 spk/s	mua	8479
102	44.91035080	6	24.00000000	3.1 spk/s	good	7763
103	12.18476105	14	28.00000000	3.3 spk/s	noise	8266
104	14.04140377	16	29.00000000	4.5 spk/s	noise	11355
107	25.86516571	2	12.00000000	0.5 spk/s	good	1212
108	12.38990307	34	64.00000000	3.3 spk/s	noise	8328
110	36.45930481	10	26.00000000	4.9 spk/s	good	12171
111	27.82838249	26	7.00000000	1.0 spk/s	good	2514
112	12.62177658	32	63.00000000	11.9 spk/s	noise	29873
113	30.24112701	15	21.00000000	6.5 spk/s	good	16229
117	15.38363934	42	47.00000000	2.9 spk/s	mua	7359
119	21.54386902	20	18.00000000	2.6 spk/s	mua	6509
120	46.76871872	12	27.00000000	6.3 spk/s	good	15767
121	13.15345383	34	64.00000000	0.5 spk/s	noise	1238
123	15.67015743	34	64.00000000	0.4 spk/s	noise	1005
125	14.44989204	44	35.00000000	3.9 spk/s	noise	9771
126	45.74658966	23	32.00000000	3.1 spk/s	good	7777
