cluster_id	group
0	good
1	mua
3	mua
5	mua
6	good
7	noise
8	good
12	good
13	mua
14	mua
15	mua
16	mua
18	mua
20	good
21	noise
24	noise
25	good
27	good
28	mua
30	good
31	good
32	good
33	noise
34	mua
35	noise
37	noise
38	good
39	good
40	noise
41	mua
42	good
43	noise
46	noise
47	noise
49	noise
50	mua
51	mua
52	noise
53	mua
54	mua
56	good
57	mua
58	mua
59	good
61	noise
62	mua
64	noise
65	noise
67	noise
69	mua
70	mua
71	noise
73	good
74	noise
75	good
76	mua
77	noise
78	good
79	mua
81	good
82	noise
84	mua
85	mua
86	mua
87	mua
90	mua
91	noise
92	noise
94	mua
96	mua
97	mua
98	mua
100	noise
101	noise
102	mua
103	noise
104	good
105	good
107	noise
109	noise
110	noise
111	noise
113	noise
116	noise
117	mua
118	mua
119	mua
120	noise
121	noise
122	mua
123	good
124	mua
125	noise
126	mua
127	noise
128	good
129	noise
130	mua
131	mua
132	good
133	noise
135	mua
136	noise
137	mua
138	mua
139	noise
140	mua
141	mua
142	noise
143	mua
144	noise
145	mua
146	good
147	mua
148	noise
149	mua
150	noise
151	mua
154	mua
155	mua
157	good
160	mua
162	mua
165	mua
167	noise
168	mua
169	noise
170	mua
171	mua
172	mua
174	good
175	mua
176	mua
177	noise
178	noise
179	good
180	good
181	noise
182	good
183	good
184	mua
187	mua
191	good
192	good
193	good
194	mua
198	good
199	good
200	good
202	mua
206	good
207	good
209	good
210	good
215	good
220	good
223	good
225	good
226	mua
