cluster_id	group
0	good
2	noise
4	noise
5	noise
6	noise
7	noise
8	good
10	mua
11	good
12	noise
13	noise
14	noise
16	noise
17	good
18	noise
20	noise
22	good
23	mua
24	mua
27	mua
28	mua
29	noise
31	noise
34	mua
35	mua
36	mua
38	mua
39	good
41	noise
43	mua
44	mua
45	noise
46	noise
47	noise
48	mua
49	noise
50	noise
51	noise
52	noise
53	mua
54	noise
56	mua
58	good
59	noise
60	noise
61	noise
62	mua
63	noise
64	mua
65	noise
66	noise
67	mua
68	noise
69	mua
70	noise
71	mua
74	good
75	noise
77	good
79	noise
80	mua
81	noise
86	mua
87	mua
88	good
89	mua
91	mua
92	good
93	mua
94	noise
95	noise
97	noise
98	noise
100	mua
101	good
102	noise
105	noise
106	noise
107	noise
108	mua
111	noise
112	noise
113	noise
115	noise
116	mua
117	noise
118	mua
120	good
121	noise
122	mua
123	noise
124	noise
125	mua
126	noise
127	mua
128	noise
129	mua
130	mua
132	noise
133	noise
134	noise
135	mua
138	noise
139	noise
140	mua
141	noise
142	noise
144	mua
145	mua
146	noise
147	noise
148	good
149	noise
152	noise
153	mua
154	noise
155	noise
156	mua
158	good
160	mua
161	noise
162	noise
163	mua
164	noise
165	mua
166	mua
167	noise
168	good
169	noise
170	noise
171	good
172	mua
173	noise
174	noise
175	noise
176	good
177	noise
178	good
179	good
180	mua
181	noise
182	mua
183	mua
185	noise
189	noise
190	mua
191	mua
192	good
193	good
195	good
196	good
197	noise
199	good
200	good
201	noise
202	good
203	good
204	good
205	good
207	mua
208	good
209	good
210	good
211	good
212	good
215	good
