id	amplitude	channel	depth	firing_rate	group	n_spikes
0	60.74418640	20	18.00000000	4.8 spk/s	good	19679
2	32.78314972	56	56.00000000	1.5 spk/s	good	6312
3	29.56576920	36	57.00000000	0.6 spk/s	good	2516
4	66.58020020	46	36.00000000	14.3 spk/s	good	58596
5	18.37265015	36	57.00000000	0.3 spk/s	noise	1197
6	36.62201691	35	49.00000000	0.4 spk/s	good	1581
7	36.57651520	51	43.00000000	6.1 spk/s	good	24980
9	39.58815002	1	14.00000000	5.2 spk/s	good	21293
10	35.49533844	60	53.00000000	0.7 spk/s	good	2770
13	38.15686035	63	51.00000000	2.2 spk/s	good	8883
14	45.65880203	45	46.00000000	1.5 spk/s	good	6153
15	37.21617889	35	49.00000000	0.6 spk/s	good	2395
16	35.94661713	40	48.00000000	0.7 spk/s	good	3063
17	50.12651443	28	1.00000000	0.1 spk/s	noise	426
18	45.78945541	45	46.00000000	0.7 spk/s	good	2682
19	38.14595032	60	53.00000000	7.3 spk/s	good	29961
20	19.11289597	14	28.00000000	0.2 spk/s	noise	1012
22	16.25650978	6	24.00000000	4.2 spk/s	noise	17047
23	21.26444054	15	21.00000000	0.2 spk/s	noise	711
25	34.84763718	14	28.00000000	1.1 spk/s	good	4546
26	22.78589249	15	21.00000000	1.2 spk/s	noise	4994
27	41.76259613	19	19.00000000	16.7 spk/s	noise	68270
30	45.66518402	36	57.00000000	0.6 spk/s	good	2350
31	53.69430542	46	36.00000000	13.2 spk/s	good	54025
32	31.30167580	63	51.00000000	1.3 spk/s	good	5466
34	36.49351883	33	50.00000000	0.5 spk/s	good	1882
36	59.71559906	19	19.00000000	6.9 spk/s	good	28122
38	41.00578690	1	14.00000000	1.4 spk/s	good	5593
41	32.57376099	53	42.00000000	6.5 spk/s	good	26570
43	29.13228607	45	46.00000000	3.2 spk/s	good	13304
44	21.81998444	16	29.00000000	1.3 spk/s	noise	5518
46	21.81998444	16	29.00000000	0.4 spk/s	noise	1531
47	19.17401505	6	24.00000000	0.5 spk/s	noise	2205
49	42.70368576	26	7.00000000	1.1 spk/s	good	4381
50	39.83577728	49	44.00000000	1.5 spk/s	good	6064
51	32.39087296	20	18.00000000	22.8 spk/s	noise	93488
52	26.43895531	28	1.00000000	3.2 spk/s	good	13030
53	37.60903168	42	47.00000000	2.4 spk/s	good	9905
54	31.53803253	54	59.00000000	3.6 spk/s	good	14847
56	38.50038528	49	44.00000000	5.8 spk/s	good	23923
58	24.94200134	12	27.00000000	2.1 spk/s	good	8428
59	49.74122238	43	34.00000000	8.2 spk/s	good	33493
60	39.83354187	17	20.00000000	5.1 spk/s	good	20808
62	33.14655304	38	58.00000000	4.7 spk/s	good	19355
64	7.50300169	1	14.00000000	15.0 spk/s	noise	61605
66	54.81414032	40	48.00000000	8.4 spk/s	good	34447
67	51.76544952	20	18.00000000	16.8 spk/s	good	68931
68	38.37463379	28	1.00000000	4.4 spk/s	good	18147
69	35.30416489	21	31.00000000	12.3 spk/s	good	50447
71	28.55509758	50	38.00000000	0.5 spk/s	good	2186
72	21.26443100	15	21.00000000	0.7 spk/s	noise	2679
74	36.37326431	60	53.00000000	1.6 spk/s	good	6648
76	35.15010452	48	37.00000000	10.2 spk/s	good	41739
77	20.88402939	14	28.00000000	0.8 spk/s	noise	3146
78	19.46748543	15	21.00000000	0.7 spk/s	noise	2742
79	23.97866631	14	28.00000000	3.0 spk/s	noise	12452
80	72.54940796	17	20.00000000	3.7 spk/s	good	15305
81	32.34943390	6	24.00000000	3.6 spk/s	good	14673
82	38.37317657	60	53.00000000	0.2 spk/s	good	660
83	28.35410500	14	28.00000000	3.0 spk/s	noise	12307
84	18.37265778	36	57.00000000	2.2 spk/s	noise	9017
85	31.40218544	15	21.00000000	3.1 spk/s	good	12712
86	31.03128815	57	40.00000000	11.6 spk/s	good	47581
88	37.41477203	39	54.00000000	0.2 spk/s	good	953
90	20.79567528	15	21.00000000	1.7 spk/s	noise	7074
91	35.01751328	53	42.00000000	2.4 spk/s	good	9726
92	45.59535217	41	33.00000000	9.1 spk/s	mua	37067
93	18.71144485	6	24.00000000	3.1 spk/s	noise	12864
94	41.03511810	60	53.00000000	1.6 spk/s	good	6439
95	28.18054581	56	56.00000000	1.3 spk/s	good	5416
96	40.32425690	46	36.00000000	1.9 spk/s	good	7782
97	28.73232460	60	53.00000000	0.5 spk/s	mua	2015
98	32.79626465	56	56.00000000	0.8 spk/s	good	3249
99	34.48747253	35	49.00000000	1.7 spk/s	good	7024
100	53.77340317	44	35.00000000	11.7 spk/s	good	47829
101	24.04567719	11	23.00000000	6.9 spk/s	good	28360
102	20.64942169	15	21.00000000	0.4 spk/s	noise	1519
103	26.65990829	10	26.00000000	0.2 spk/s	good	645
104	29.95300674	11	23.00000000	13.6 spk/s	mua	55828
107	39.02527618	49	44.00000000	3.3 spk/s	good	13641
109	31.47709846	37	55.00000000	1.5 spk/s	good	6021
110	35.70217896	60	53.00000000	3.2 spk/s	good	13291
111	23.66053772	19	19.00000000	2.2 spk/s	noise	9209
112	26.62882233	14	28.00000000	0.6 spk/s	noise	2548
113	75.51812744	28	1.00000000	13.7 spk/s	good	56259
114	21.67789078	6	24.00000000	8.8 spk/s	noise	35849
115	29.90876007	39	54.00000000	3.8 spk/s	good	15633
117	42.32689667	41	33.00000000	11.0 spk/s	good	45000
118	47.40774918	43	34.00000000	5.9 spk/s	good	24057
119	33.35879517	18	30.00000000	10.6 spk/s	good	43231
120	38.45485306	35	49.00000000	1.5 spk/s	mua	6029
122	44.90569687	20	18.00000000	0.7 spk/s	noise	2988
123	30.31368256	24	6.00000000	14.0 spk/s	good	57244
125	52.14774704	15	21.00000000	15.8 spk/s	noise	64602
126	22.50037384	36	57.00000000	6.0 spk/s	noise	24659
127	63.24099350	45	46.00000000	4.4 spk/s	mua	17879
128	38.40019608	20	18.00000000	9.9 spk/s	noise	40373
129	40.72014999	60	53.00000000	0.5 spk/s	good	1944
130	75.51858521	28	1.00000000	8.0 spk/s	good	32774
131	29.26673889	37	55.00000000	4.1 spk/s	good	16913
132	19.17959213	36	57.00000000	4.1 spk/s	noise	16986
134	19.48717880	6	24.00000000	2.5 spk/s	noise	10273
135	20.81320953	38	58.00000000	3.5 spk/s	noise	14506
136	31.27598572	40	48.00000000	4.2 spk/s	mua	17196
137	38.37504196	19	19.00000000	7.4 spk/s	noise	30392
138	31.36373901	54	59.00000000	2.7 spk/s	good	10883
139	39.39549255	52	39.00000000	6.9 spk/s	mua	28181
141	47.35697556	15	21.00000000	4.5 spk/s	mua	18272
142	35.69138718	18	30.00000000	6.5 spk/s	mua	26697
144	31.87637520	37	55.00000000	0.4 spk/s	good	1458
145	31.46639061	52	39.00000000	0.5 spk/s	mua	1859
146	37.03489685	31	15.00000000	1.6 spk/s	good	6645
147	28.43006516	47	45.00000000	10.0 spk/s	noise	41026
148	35.18249893	4	13.00000000	6.3 spk/s	good	25778
149	26.54278755	10	26.00000000	0.5 spk/s	good	2189
150	33.13047028	33	50.00000000	0.3 spk/s	good	1385
151	34.21244812	22	17.00000000	9.2 spk/s	good	37753
154	31.55728340	36	57.00000000	0.8 spk/s	good	3416
155	31.43897820	53	42.00000000	2.8 spk/s	good	11539
156	65.82197571	47	45.00000000	9.8 spk/s	mua	40252
157	19.50432968	14	28.00000000	0.5 spk/s	noise	2081
159	20.24562263	23	32.00000000	4.6 spk/s	noise	18934
160	38.32310486	60	53.00000000	0.6 spk/s	good	2525
161	55.21821213	17	20.00000000	10.1 spk/s	good	41523
162	20.35112762	6	24.00000000	10.6 spk/s	noise	43490
163	69.64297485	28	1.00000000	5.8 spk/s	good	23552
164	22.41881943	6	24.00000000	5.1 spk/s	noise	20921
165	29.73626900	8	25.00000000	8.3 spk/s	good	33970
167	39.59201813	52	39.00000000	2.4 spk/s	good	9736
168	22.58677483	6	24.00000000	4.1 spk/s	noise	16812
169	42.25145721	50	38.00000000	7.2 spk/s	good	29341
170	25.41084099	15	21.00000000	1.6 spk/s	noise	6512
171	19.46365356	14	28.00000000	3.3 spk/s	noise	13338
172	19.34749031	10	26.00000000	0.4 spk/s	noise	1815
174	29.95551300	26	7.00000000	5.8 spk/s	noise	23632
175	35.58364868	12	27.00000000	2.8 spk/s	good	11378
177	57.75876617	15	21.00000000	11.1 spk/s	good	45568
178	37.75912094	20	18.00000000	1.0 spk/s	noise	4025
180	20.72817802	11	23.00000000	1.8 spk/s	noise	7242
181	26.92185211	63	51.00000000	3.4 spk/s	good	13913
184	52.90726471	20	18.00000000	2.8 spk/s	noise	11474
187	20.93891907	15	21.00000000	1.8 spk/s	noise	7390
188	62.98451996	45	46.00000000	5.0 spk/s	good	20548
190	52.31853867	50	38.00000000	14.3 spk/s	good	58601
191	47.46111298	14	28.00000000	25.1 spk/s	good	102832
335	32.81370926	36	57.00000000	21.1 spk/s	good	86319
337	47.71275330	19	19.00000000	14.0 spk/s	good	57425
339	34.25658035	55	41.00000000	14.0 spk/s	good	57464
340	32.77974319	18	30.00000000	10.3 spk/s	good	42019
342	55.48896790	0	3.00000000	10.8 spk/s	good	44160
345	55.99801636	28	1.00000000	10.3 spk/s	good	42096
346	37.25148392	47	45.00000000	9.3 spk/s	good	38220
347	40.51440811	23	32.00000000	7.9 spk/s	good	32372
349	57.43847275	44	35.00000000	24.7 spk/s	good	101034
351	35.71965027	28	1.00000000	4.3 spk/s	good	17512
352	44.90386200	35	49.00000000	6.2 spk/s	good	25556
354	39.18847656	53	42.00000000	6.2 spk/s	good	25550
356	37.16802216	33	50.00000000	3.6 spk/s	good	14866
359	23.43149185	12	27.00000000	6.3 spk/s	good	25604
361	31.30691910	38	58.00000000	4.0 spk/s	good	16531
364	45.39468384	45	46.00000000	4.6 spk/s	good	18806
367	64.49614716	30	2.00000000	2.3 spk/s	good	9377
374	45.30290604	28	1.00000000	1.9 spk/s	good	7808
378	55.27296066	46	36.00000000	6.5 spk/s	good	26587
