id	amplitude	channel	depth	firing_rate	group	n_spikes
0	45.73372650	40	48.00000000	0.8 spk/s	noise	2208
1	32.11698151	47	45.00000000	0.7 spk/s	good	1828
2	31.11950111	50	38.00000000	5.8 spk/s	mua	15254
3	27.08980179	51	43.00000000	0.9 spk/s	good	2317
4	28.05768967	49	44.00000000	0.5 spk/s	good	1330
6	26.69852829	60	53.00000000	4.6 spk/s	mua	12051
7	22.03355789	56	56.00000000	0.4 spk/s	good	1088
8	28.39434052	41	33.00000000	7.7 spk/s	mua	19995
9	22.10604095	36	57.00000000	0.2 spk/s	noise	501
10	40.07806396	30	2.00000000	5.5 spk/s	good	14318
11	24.61641121	60	53.00000000	2.7 spk/s	noise	7045
12	55.61154175	35	49.00000000	10.5 spk/s	mua	27506
13	31.30809975	44	35.00000000	3.6 spk/s	good	9508
14	21.06756401	14	28.00000000	0.5 spk/s	mua	1387
15	22.24439240	58	52.00000000	1.5 spk/s	good	4016
16	64.70967102	40	48.00000000	7.9 spk/s	mua	20720
18	15.07523727	48	37.00000000	7.6 spk/s	mua	19796
20	21.78057480	57	40.00000000	3.5 spk/s	good	9171
21	36.50549316	40	48.00000000	6.9 spk/s	mua	18069
22	21.64362907	36	57.00000000	0.4 spk/s	noise	917
23	16.24564362	11	23.00000000	1.7 spk/s	noise	4555
24	24.33154869	13	22.00000000	2.7 spk/s	good	7077
25	21.40169144	28	1.00000000	2.8 spk/s	noise	7204
26	23.15105247	19	19.00000000	1.5 spk/s	good	3978
27	21.80489731	14	28.00000000	0.3 spk/s	mua	667
28	26.03267097	31	15.00000000	0.8 spk/s	mua	1964
29	21.11526489	24	6.00000000	14.3 spk/s	good	37229
31	36.04871368	40	48.00000000	0.3 spk/s	mua	854
32	22.84496117	44	35.00000000	4.1 spk/s	mua	10724
33	34.81701279	47	45.00000000	6.8 spk/s	mua	17770
35	20.03895950	35	49.00000000	0.2 spk/s	noise	537
37	40.01702118	38	58.00000000	6.9 spk/s	good	18101
38	19.66977310	40	48.00000000	0.4 spk/s	noise	925
39	40.58541107	53	42.00000000	4.7 spk/s	noise	12302
40	21.64363480	36	57.00000000	1.4 spk/s	noise	3568
41	58.90132523	28	1.00000000	0.2 spk/s	noise	620
42	26.07297516	40	48.00000000	5.3 spk/s	noise	13858
43	27.56805420	35	49.00000000	4.1 spk/s	mua	10673
44	17.88568878	39	54.00000000	0.0 spk/s	noise	89
45	45.73499298	28	1.00000000	9.7 spk/s	noise	25283
47	18.10732841	56	56.00000000	3.3 spk/s	mua	8545
48	24.44536591	51	43.00000000	3.0 spk/s	noise	7814
51	29.04800797	42	47.00000000	8.0 spk/s	good	20900
52	40.54759979	28	1.00000000	1.5 spk/s	good	4025
53	29.85500336	42	47.00000000	4.3 spk/s	mua	11332
54	22.05017090	21	31.00000000	0.6 spk/s	good	1529
55	21.41160965	37	55.00000000	0.2 spk/s	noise	557
56	17.51028824	35	49.00000000	4.2 spk/s	noise	10878
57	35.94433212	0	3.00000000	1.8 spk/s	good	4787
58	26.32813644	43	34.00000000	2.2 spk/s	good	5673
59	23.68576431	51	43.00000000	0.8 spk/s	good	2180
60	19.23663330	37	55.00000000	0.1 spk/s	noise	329
61	23.41278267	12	27.00000000	6.3 spk/s	mua	16461
62	21.58444977	60	53.00000000	0.4 spk/s	mua	1115
64	21.41161537	37	55.00000000	0.7 spk/s	noise	1840
65	22.10604858	36	57.00000000	0.7 spk/s	noise	1904
66	18.44668579	36	57.00000000	0.1 spk/s	noise	276
68	29.22467041	16	29.00000000	1.2 spk/s	noise	3059
69	47.27791214	40	48.00000000	2.9 spk/s	mua	7565
70	26.51512337	30	2.00000000	5.0 spk/s	good	12947
71	19.23663902	37	55.00000000	0.4 spk/s	noise	967
72	16.26329041	33	50.00000000	0.7 spk/s	noise	1879
74	20.85066032	33	50.00000000	3.8 spk/s	noise	9892
75	18.48081589	49	44.00000000	3.4 spk/s	noise	8919
77	22.06937599	50	38.00000000	3.1 spk/s	noise	8079
78	20.84065628	37	55.00000000	1.2 spk/s	mua	3251
79	56.15338898	35	49.00000000	3.6 spk/s	good	9511
80	35.07593536	63	51.00000000	1.7 spk/s	good	4497
81	61.68663788	47	45.00000000	5.1 spk/s	mua	13432
82	22.13265228	38	58.00000000	1.7 spk/s	noise	4507
83	22.54315948	5	4.00000000	15.0 spk/s	noise	39236
84	26.32666397	22	17.00000000	1.8 spk/s	good	4571
85	18.91122627	36	57.00000000	1.0 spk/s	noise	2615
86	26.14127731	55	41.00000000	2.2 spk/s	mua	5716
87	30.52750587	46	36.00000000	6.2 spk/s	noise	16280
88	15.49948502	28	1.00000000	0.2 spk/s	noise	466
90	55.86291122	33	50.00000000	6.4 spk/s	mua	16787
91	36.81309128	35	49.00000000	1.6 spk/s	noise	4302
92	19.15983772	61	60.00000000	2.8 spk/s	noise	7338
93	30.34059525	45	46.00000000	0.5 spk/s	good	1353
94	19.41638947	35	49.00000000	3.6 spk/s	mua	9283
95	27.60643578	50	38.00000000	2.5 spk/s	mua	6545
96	37.92543411	7	8.00000000	32.7 spk/s	noise	85434
97	51.80986023	28	1.00000000	0.5 spk/s	mua	1391
99	20.80532074	28	1.00000000	1.8 spk/s	noise	4620
100	34.33802795	28	1.00000000	3.5 spk/s	noise	9142
101	21.66926956	41	33.00000000	5.7 spk/s	good	14859
102	19.61801147	37	55.00000000	0.4 spk/s	mua	925
104	15.14559937	17	20.00000000	2.1 spk/s	good	5365
105	22.22009468	38	58.00000000	4.3 spk/s	mua	11340
106	23.64316940	36	57.00000000	0.1 spk/s	noise	263
107	18.57759094	63	51.00000000	0.1 spk/s	noise	350
108	23.63251495	30	2.00000000	4.0 spk/s	noise	10506
109	19.98782158	58	52.00000000	0.2 spk/s	noise	526
110	26.15483665	55	41.00000000	2.1 spk/s	good	5502
111	28.61342049	50	38.00000000	7.3 spk/s	good	19041
112	17.32551765	5	4.00000000	11.6 spk/s	noise	30290
113	20.85338783	58	52.00000000	1.3 spk/s	noise	3290
114	28.21247673	40	48.00000000	4.8 spk/s	noise	12581
115	19.50324631	20	18.00000000	1.4 spk/s	mua	3538
117	22.07068634	46	36.00000000	4.6 spk/s	mua	12074
118	52.74592209	28	1.00000000	4.9 spk/s	good	12699
119	33.32341766	40	48.00000000	0.0 spk/s	noise	16
120	43.80803680	37	55.00000000	1.7 spk/s	good	4485
121	64.96794128	28	1.00000000	1.3 spk/s	good	3347
122	21.92875671	36	57.00000000	0.2 spk/s	noise	628
123	25.67202377	28	1.00000000	2.6 spk/s	noise	6745
125	21.92874908	36	57.00000000	0.9 spk/s	noise	2391
126	18.66546249	22	17.00000000	9.3 spk/s	noise	24362
128	21.79672241	23	32.00000000	4.8 spk/s	noise	12403
129	21.86009789	19	19.00000000	8.0 spk/s	mua	20967
131	35.74378967	33	50.00000000	0.9 spk/s	good	2329
132	18.93581581	30	2.00000000	1.0 spk/s	noise	2698
133	21.17213440	31	15.00000000	8.0 spk/s	mua	20914
134	25.27304077	50	38.00000000	6.3 spk/s	good	16534
136	20.03896332	35	49.00000000	0.7 spk/s	noise	1834
137	19.61911774	37	55.00000000	3.4 spk/s	mua	8803
139	57.21814728	28	1.00000000	0.7 spk/s	noise	1899
140	26.45639610	31	15.00000000	2.8 spk/s	noise	7203
141	27.96736908	0	3.00000000	6.4 spk/s	good	16622
142	18.44667816	36	57.00000000	0.2 spk/s	noise	606
143	24.28907776	20	18.00000000	0.4 spk/s	good	1129
144	21.97640419	33	50.00000000	2.7 spk/s	noise	7100
145	24.74986649	57	40.00000000	1.1 spk/s	good	2802
146	60.42208099	28	1.00000000	4.4 spk/s	good	11405
147	23.81323051	36	57.00000000	6.5 spk/s	noise	16943
148	18.53384399	33	50.00000000	0.8 spk/s	noise	2157
149	23.08884048	36	57.00000000	1.8 spk/s	mua	4802
150	25.93990517	11	23.00000000	0.1 spk/s	noise	217
151	35.89922714	46	36.00000000	10.0 spk/s	good	25977
152	23.64317131	36	57.00000000	0.4 spk/s	noise	1167
153	17.90414810	16	29.00000000	0.6 spk/s	noise	1535
154	59.53575134	28	1.00000000	0.6 spk/s	noise	1517
155	20.77995872	37	55.00000000	0.7 spk/s	mua	1772
156	31.75530434	54	59.00000000	3.4 spk/s	noise	8994
157	48.60031891	40	48.00000000	0.5 spk/s	noise	1272
158	28.01809692	52	39.00000000	4.5 spk/s	good	11773
159	20.85339355	58	52.00000000	0.4 spk/s	noise	918
160	28.57885742	43	34.00000000	4.6 spk/s	good	11915
161	24.35357285	50	38.00000000	0.6 spk/s	noise	1651
162	59.53573990	28	1.00000000	0.2 spk/s	noise	512
163	28.98705864	51	43.00000000	0.5 spk/s	good	1411
164	32.74321747	57	40.00000000	18.1 spk/s	mua	47334
165	56.93295670	40	48.00000000	0.5 spk/s	noise	1248
166	40.09656525	56	56.00000000	4.1 spk/s	good	10663
167	26.03777122	33	50.00000000	5.3 spk/s	mua	13814
168	16.95682907	36	57.00000000	1.3 spk/s	noise	3481
169	21.72238350	40	48.00000000	1.9 spk/s	noise	4874
