cluster_id	group
1	noise
3	noise
4	noise
6	noise
7	noise
8	mua
10	good
11	mua
12	noise
13	noise
14	noise
15	noise
16	good
17	good
18	noise
19	noise
20	noise
21	noise
22	mua
23	noise
24	mua
25	mua
27	mua
28	noise
29	noise
30	noise
31	mua
32	noise
34	noise
35	noise
36	noise
37	noise
38	noise
39	noise
40	noise
41	noise
42	good
43	noise
44	mua
45	noise
46	mua
47	noise
49	noise
50	mua
51	noise
52	mua
53	noise
54	good
55	noise
56	noise
57	noise
58	mua
59	noise
60	noise
61	mua
63	noise
64	noise
66	noise
67	noise
68	noise
70	noise
71	noise
72	noise
73	noise
74	noise
75	mua
76	noise
77	noise
78	noise
79	noise
80	mua
81	noise
82	noise
83	good
84	noise
85	noise
86	noise
87	noise
88	noise
89	noise
90	noise
91	noise
92	noise
94	noise
95	noise
96	noise
97	noise
98	noise
100	noise
101	mua
102	noise
103	noise
105	noise
106	good
107	noise
109	noise
110	mua
111	noise
112	mua
113	mua
114	noise
115	noise
116	mua
117	noise
118	noise
119	noise
120	noise
121	noise
122	noise
123	noise
124	noise
125	noise
126	noise
127	noise
129	noise
130	noise
131	good
132	noise
133	noise
135	noise
136	noise
137	good
139	noise
140	noise
141	noise
142	noise
143	noise
144	noise
145	noise
146	mua
147	noise
148	noise
149	noise
150	mua
151	noise
152	noise
153	noise
155	noise
156	good
157	noise
158	noise
160	good
161	good
162	noise
163	noise
166	noise
167	mua
168	noise
169	noise
170	noise
172	noise
173	good
174	noise
175	noise
176	noise
178	noise
179	noise
181	noise
182	noise
183	noise
184	noise
185	noise
186	noise
187	noise
188	noise
189	noise
190	noise
191	noise
192	good
193	good
195	good
244	good
245	good
