id	amplitude	channel	depth	firing_rate	group	n_spikes
0	16.63772011	46	36.00000000	1.0 spk/s	mua	1969
1	19.88249969	52	39.00000000	1.1 spk/s	mua	2169
2	34.87976837	43	34.00000000	0.2 spk/s	noise	433
4	20.60410500	6	24.00000000	0.4 spk/s	noise	784
5	24.07085609	55	41.00000000	0.8 spk/s	mua	1604
6	11.50226402	29	16.00000000	7.5 spk/s	mua	14982
8	28.78446960	8	25.00000000	0.7 spk/s	mua	1457
9	10.89372444	56	56.00000000	28.2 spk/s	noise	55961
11	18.63181686	6	24.00000000	2.3 spk/s	noise	4479
12	8.40326881	56	56.00000000	10.2 spk/s	noise	20197
13	23.05366516	6	24.00000000	1.3 spk/s	noise	2548
14	28.57893753	21	31.00000000	0.7 spk/s	mua	1431
15	15.94468498	33	50.00000000	0.4 spk/s	mua	761
17	21.36919785	61	60.00000000	0.0 spk/s	mua	5
18	12.40421295	13	22.00000000	0.9 spk/s	good	1719
20	17.28270912	6	24.00000000	0.2 spk/s	noise	394
22	27.36262131	6	24.00000000	1.0 spk/s	mua	1957
23	18.57748413	44	35.00000000	1.2 spk/s	noise	2476
24	18.94095612	6	24.00000000	0.6 spk/s	noise	1135
25	25.13386154	23	32.00000000	3.5 spk/s	good	6870
27	21.70387650	6	24.00000000	2.6 spk/s	noise	5232
28	18.41387177	6	24.00000000	7.3 spk/s	noise	14533
31	20.34026527	19	19.00000000	0.4 spk/s	noise	722
34	19.13747406	8	25.00000000	1.0 spk/s	mua	2008
35	15.79619598	4	13.00000000	4.9 spk/s	noise	9796
36	19.20744705	6	24.00000000	0.1 spk/s	noise	297
37	25.35649490	53	42.00000000	4.4 spk/s	mua	8671
38	12.31367302	45	46.00000000	2.7 spk/s	mua	5389
39	21.65538216	10	26.00000000	0.1 spk/s	noise	102
41	22.55809021	6	24.00000000	0.5 spk/s	noise	931
42	19.25325775	62	62.00000000	0.0 spk/s	mua	6
43	25.70255089	43	34.00000000	0.3 spk/s	noise	607
44	29.26321983	44	35.00000000	2.8 spk/s	good	5663
45	19.04754639	6	24.00000000	0.3 spk/s	noise	692
46	30.10515213	23	32.00000000	3.7 spk/s	good	7271
47	35.66524506	44	35.00000000	2.1 spk/s	good	4245
48	18.20145035	6	24.00000000	8.2 spk/s	noise	16344
49	20.42790604	6	24.00000000	6.6 spk/s	noise	13151
50	23.74237823	50	38.00000000	2.2 spk/s	good	4404
51	23.17610168	9	11.00000000	0.0 spk/s	mua	4
52	14.52041054	29	16.00000000	1.8 spk/s	mua	3505
54	22.42452240	18	30.00000000	2.5 spk/s	good	4994
56	23.48461533	34	64.00000000	0.0 spk/s	mua	9
57	13.10282135	29	16.00000000	6.1 spk/s	mua	12056
59	27.68411636	43	34.00000000	13.4 spk/s	mua	26668
60	17.88465691	29	16.00000000	2.0 spk/s	good	4062
61	17.99738312	42	47.00000000	0.5 spk/s	mua	936
62	19.20743942	6	24.00000000	0.5 spk/s	noise	1044
63	21.93248367	6	24.00000000	1.5 spk/s	noise	3027
64	18.50563240	56	56.00000000	2.4 spk/s	noise	4693
65	21.65538788	10	26.00000000	0.2 spk/s	noise	465
67	14.09070683	63	51.00000000	2.3 spk/s	mua	4564
68	17.92982483	6	24.00000000	0.7 spk/s	noise	1333
69	23.78607178	8	25.00000000	0.8 spk/s	noise	1607
70	20.26833153	41	33.00000000	3.6 spk/s	noise	7100
71	20.86058044	54	59.00000000	0.0 spk/s	mua	12
72	10.74826908	31	15.00000000	1.2 spk/s	noise	2350
73	24.61503220	49	44.00000000	1.5 spk/s	mua	3053
74	20.63502884	6	24.00000000	0.2 spk/s	noise	392
75	27.39150620	10	26.00000000	2.7 spk/s	mua	5451
76	20.99931335	40	48.00000000	0.1 spk/s	mua	168
77	17.16930008	35	49.00000000	1.7 spk/s	mua	3395
78	33.78635406	52	39.00000000	1.9 spk/s	mua	3691
79	20.41820526	34	64.00000000	0.0 spk/s	mua	1
80	28.57357025	43	34.00000000	0.6 spk/s	mua	1110
81	12.29206848	37	55.00000000	1.6 spk/s	mua	3265
83	16.93230629	23	32.00000000	6.0 spk/s	mua	11953
84	25.41372681	61	60.00000000	0.0 spk/s	mua	32
85	21.22756386	18	30.00000000	0.3 spk/s	noise	649
86	26.67638206	41	33.00000000	2.4 spk/s	mua	4865
87	17.42577362	8	25.00000000	0.5 spk/s	noise	1055
88	22.80240631	41	33.00000000	1.3 spk/s	noise	2529
89	20.03888702	6	24.00000000	2.3 spk/s	noise	4610
91	18.13655090	56	56.00000000	2.3 spk/s	noise	4665
92	25.51071548	23	32.00000000	5.4 spk/s	noise	10679
93	18.83266640	4	13.00000000	9.1 spk/s	noise	18043
94	19.44284248	34	64.00000000	0.0 spk/s	mua	2
95	29.46033287	53	42.00000000	0.8 spk/s	mua	1568
96	18.24400711	6	24.00000000	0.1 spk/s	noise	264
97	16.55912018	40	48.00000000	2.0 spk/s	mua	3956
98	21.30626488	23	32.00000000	2.8 spk/s	noise	5473
100	25.24539375	57	40.00000000	0.9 spk/s	good	1826
101	20.50390625	29	16.00000000	1.8 spk/s	noise	3666
102	18.24399757	6	24.00000000	0.7 spk/s	noise	1461
104	21.15323639	54	59.00000000	0.0 spk/s	mua	7
105	21.91463089	29	16.00000000	0.5 spk/s	noise	938
106	16.55016136	45	46.00000000	2.3 spk/s	noise	4631
107	14.75467014	21	31.00000000	0.1 spk/s	noise	216
108	23.06078720	8	25.00000000	0.6 spk/s	noise	1255
109	20.39213943	23	32.00000000	0.5 spk/s	noise	932
110	17.73822784	17	20.00000000	1.5 spk/s	good	2922
111	19.58827782	62	62.00000000	0.0 spk/s	mua	3
112	26.76766205	48	37.00000000	3.3 spk/s	good	6620
113	10.46471786	53	42.00000000	0.1 spk/s	noise	272
114	28.92894936	44	35.00000000	4.3 spk/s	good	8616
115	27.27921677	44	35.00000000	0.7 spk/s	mua	1408
117	24.42654800	44	35.00000000	1.4 spk/s	noise	2736
118	20.43407631	18	30.00000000	0.2 spk/s	noise	347
119	29.64200974	50	38.00000000	7.2 spk/s	noise	14346
121	25.48187256	38	58.00000000	0.0 spk/s	mua	33
123	31.00148201	43	34.00000000	1.4 spk/s	noise	2717
124	19.60020065	4	13.00000000	8.8 spk/s	noise	17403
125	18.63413620	6	24.00000000	0.9 spk/s	noise	1829
127	33.97898865	18	30.00000000	7.0 spk/s	good	14009
128	18.95335770	51	43.00000000	2.0 spk/s	mua	3887
130	19.15018463	6	24.00000000	3.2 spk/s	noise	6432
131	23.06078911	8	25.00000000	0.1 spk/s	noise	211
132	19.64471054	6	24.00000000	3.2 spk/s	noise	6334
133	12.58284187	56	56.00000000	5.1 spk/s	noise	10124
135	18.94096375	6	24.00000000	1.2 spk/s	noise	2395
136	21.43013191	61	60.00000000	0.0 spk/s	mua	1
137	26.94071198	41	33.00000000	14.8 spk/s	mua	29368
138	20.67681122	40	48.00000000	0.5 spk/s	mua	976
140	20.14985275	6	24.00000000	9.1 spk/s	noise	18073
143	19.95120239	6	24.00000000	0.5 spk/s	noise	993
144	24.08303452	6	24.00000000	1.6 spk/s	noise	3244
145	23.24100113	53	42.00000000	3.4 spk/s	mua	6802
146	27.12594604	12	27.00000000	0.9 spk/s	mua	1864
147	18.38129044	6	24.00000000	1.4 spk/s	noise	2768
148	8.80563545	13	22.00000000	1.6 spk/s	mua	3112
149	22.55808830	6	24.00000000	0.8 spk/s	noise	1565
150	10.49589825	56	56.00000000	0.9 spk/s	noise	1789
151	20.86408806	23	32.00000000	1.1 spk/s	noise	2165
152	14.28273392	33	50.00000000	3.0 spk/s	mua	5995
153	27.35605240	23	32.00000000	4.0 spk/s	good	7904
154	28.38168907	43	34.00000000	1.7 spk/s	noise	3422
155	22.00842285	6	24.00000000	8.1 spk/s	noise	16184
156	21.22756577	18	30.00000000	1.3 spk/s	noise	2566
157	23.92188072	23	32.00000000	1.1 spk/s	noise	2278
159	20.68636131	53	42.00000000	2.0 spk/s	mua	3926
160	25.13758850	21	31.00000000	2.9 spk/s	noise	5698
161	20.85059929	59	61.00000000	0.0 spk/s	mua	4
162	21.18231010	59	61.00000000	0.0 spk/s	mua	29
163	25.51463699	21	31.00000000	0.6 spk/s	noise	1128
164	20.99931335	40	48.00000000	0.2 spk/s	mua	457
167	17.82831192	6	24.00000000	5.1 spk/s	noise	10197
168	31.33508301	43	34.00000000	0.5 spk/s	mua	964
169	18.38129044	6	24.00000000	0.3 spk/s	noise	522
170	14.94707203	13	22.00000000	1.8 spk/s	noise	3489
171	30.79495430	48	37.00000000	3.7 spk/s	good	7343
172	25.51464653	21	31.00000000	0.1 spk/s	noise	242
174	22.60062027	52	39.00000000	1.9 spk/s	good	3692
175	16.34290886	28	1.00000000	0.0 spk/s	mua	40
176	28.25341415	43	34.00000000	1.8 spk/s	mua	3591
177	14.26650238	15	21.00000000	1.1 spk/s	noise	2266
178	19.60154533	34	64.00000000	0.0 spk/s	mua	1
179	21.18579102	42	47.00000000	1.4 spk/s	mua	2758
180	37.74503326	51	43.00000000	4.9 spk/s	mua	9709
181	17.07991028	56	56.00000000	7.1 spk/s	noise	14146
182	11.04099846	56	56.00000000	16.7 spk/s	noise	33246
183	14.19766808	19	19.00000000	5.4 spk/s	mua	10677
184	19.11306953	11	23.00000000	2.8 spk/s	good	5478
185	21.51077461	16	29.00000000	5.7 spk/s	mua	11323
186	19.37377930	63	51.00000000	0.8 spk/s	noise	1621
187	18.00974655	56	56.00000000	1.8 spk/s	noise	3611
188	20.76237488	35	49.00000000	0.4 spk/s	mua	714
189	10.46471500	53	42.00000000	1.1 spk/s	mua	2158
191	24.98064041	41	33.00000000	1.5 spk/s	mua	2985
192	20.58384132	23	32.00000000	15.2 spk/s	good	30129
193	15.17227173	17	20.00000000	8.3 spk/s	good	16471
195	32.02163315	44	35.00000000	10.1 spk/s	good	20030
196	31.60521317	44	35.00000000	10.1 spk/s	good	20001
197	17.51311684	58	52.00000000	6.9 spk/s	good	13650
198	9.49092007	20	18.00000000	6.2 spk/s	good	12265
199	24.99040794	52	39.00000000	3.0 spk/s	good	6024
200	24.03525352	21	31.00000000	4.1 spk/s	mua	8101
201	29.82057381	21	31.00000000	3.6 spk/s	good	7060
202	24.17655182	50	38.00000000	4.2 spk/s	good	8327
203	26.93777847	48	37.00000000	5.0 spk/s	good	9927
204	12.33807659	39	54.00000000	1.5 spk/s	good	3021
205	16.38149834	33	50.00000000	0.8 spk/s	mua	1638
