cluster_id	group
1	good
2	good
3	good
4	noise
5	mua
7	good
9	noise
10	mua
11	noise
15	good
17	noise
19	noise
20	good
21	noise
22	mua
23	mua
24	mua
25	noise
26	mua
28	noise
30	mua
31	noise
32	mua
33	noise
34	good
35	noise
36	mua
37	noise
38	mua
39	noise
40	mua
43	good
44	noise
45	noise
46	noise
47	mua
48	mua
51	noise
52	mua
54	mua
55	mua
56	good
58	mua
60	noise
61	mua
62	noise
63	mua
64	noise
65	mua
66	good
67	noise
68	noise
69	noise
70	good
71	mua
72	noise
73	noise
74	noise
75	good
76	noise
77	mua
78	noise
79	noise
80	noise
81	noise
82	noise
83	good
85	mua
87	noise
88	mua
89	good
91	noise
92	mua
93	noise
94	noise
95	noise
96	noise
100	mua
101	mua
102	mua
103	good
104	good
105	mua
106	good
107	noise
108	noise
110	noise
111	good
112	noise
113	mua
115	mua
116	good
117	noise
119	noise
120	noise
122	mua
123	noise
126	good
127	noise
128	noise
129	mua
131	noise
132	mua
133	noise
134	noise
135	mua
136	mua
138	noise
139	noise
140	mua
141	noise
143	mua
144	good
145	good
146	noise
147	noise
148	good
149	mua
150	good
152	noise
153	mua
155	good
159	noise
160	noise
161	noise
162	noise
163	mua
165	mua
166	noise
167	mua
168	noise
169	noise
170	good
172	mua
173	good
177	noise
178	mua
179	noise
181	noise
182	mua
184	mua
186	good
190	good
191	noise
192	mua
196	mua
197	mua
198	good
200	mua
201	good
206	good
207	good
209	good
210	good
215	good
389	good
558	good
