cluster_id	group
0	mua
1	mua
2	good
3	good
4	good
5	mua
6	good
9	good
11	good
13	mua
14	noise
15	noise
16	mua
19	mua
22	good
24	mua
29	good
30	noise
31	noise
33	good
36	mua
37	good
39	good
41	good
42	mua
43	noise
44	noise
45	mua
46	noise
47	noise
48	mua
49	good
51	noise
52	good
53	noise
55	noise
56	good
57	noise
60	good
61	mua
62	noise
63	good
64	mua
68	mua
71	good
72	good
73	noise
74	noise
75	mua
76	good
77	good
78	good
79	noise
80	mua
81	noise
82	noise
83	noise
84	good
85	good
87	noise
88	noise
91	mua
92	noise
93	mua
95	mua
96	mua
97	noise
98	noise
99	noise
100	good
101	mua
102	good
104	noise
105	mua
106	noise
108	noise
109	mua
111	mua
112	mua
113	noise
114	noise
115	noise
116	noise
117	noise
120	good
122	noise
123	mua
124	good
125	good
126	good
127	good
128	noise
129	mua
132	mua
133	noise
134	mua
135	good
136	good
137	good
138	mua
139	mua
140	noise
141	mua
143	mua
144	good
147	mua
148	noise
150	good
152	good
153	mua
154	mua
156	mua
157	noise
158	noise
159	mua
160	mua
161	noise
162	mua
163	noise
164	noise
165	mua
167	good
168	good
169	mua
170	good
171	mua
172	good
173	noise
174	noise
175	noise
176	good
177	good
179	mua
181	mua
183	noise
184	mua
187	good
188	mua
189	mua
191	mua
218	good
219	mua
220	good
221	mua
222	mua
223	good
225	good
226	good
346	good
347	good
393	good
395	good
397	good
398	mua
399	good
400	noise
401	good
402	good
403	mua
404	good
405	good
