cluster_id	group
0	mua
2	mua
4	good
6	good
7	noise
12	mua
15	good
16	noise
18	good
20	noise
21	mua
24	noise
27	mua
28	good
30	good
32	good
33	mua
34	good
36	good
37	good
38	good
39	noise
40	noise
41	mua
42	noise
43	noise
45	noise
48	noise
50	noise
51	good
52	good
53	good
55	noise
57	mua
59	noise
60	noise
61	noise
62	good
63	noise
65	good
67	good
70	good
72	good
73	good
74	good
75	noise
78	good
79	good
80	noise
82	mua
83	good
84	mua
86	mua
87	noise
90	mua
91	noise
92	good
96	good
97	mua
98	mua
99	mua
100	good
101	good
102	noise
103	noise
104	noise
105	good
106	noise
109	good
110	noise
111	mua
112	mua
113	mua
114	good
115	mua
118	mua
119	mua
123	noise
126	mua
127	good
128	noise
129	mua
130	mua
131	good
132	noise
133	noise
134	good
137	noise
138	good
140	good
141	good
142	mua
143	good
145	good
147	mua
148	good
150	noise
156	noise
158	good
159	noise
160	mua
161	good
162	noise
163	good
165	mua
166	noise
167	mua
168	noise
170	noise
171	mua
172	good
173	noise
175	mua
176	noise
177	noise
178	noise
179	good
180	mua
182	noise
184	good
186	noise
187	noise
188	noise
189	good
190	noise
191	good
193	good
194	good
196	good
198	good
199	mua
200	noise
201	good
203	mua
204	mua
205	mua
358	good
359	good
360	good
361	good
362	good
364	good
365	good
499	good
500	good
501	good
503	good
504	good
505	good
506	good
507	good
