cluster_id	group
2	mua
3	mua
4	good
5	noise
6	mua
8	mua
10	mua
11	good
13	mua
16	noise
18	good
19	mua
21	mua
22	noise
23	noise
24	mua
25	mua
26	mua
27	mua
28	noise
30	good
32	mua
34	mua
36	mua
38	mua
39	good
40	good
43	mua
44	noise
46	good
47	good
48	noise
50	good
59	noise
60	mua
64	mua
65	noise
66	noise
67	noise
69	mua
72	good
74	noise
75	mua
76	noise
77	mua
81	mua
84	good
86	noise
88	noise
90	noise
91	mua
92	noise
94	mua
95	good
97	noise
99	noise
100	mua
102	mua
103	mua
104	noise
105	good
106	noise
108	mua
109	noise
110	mua
111	good
112	noise
113	noise
114	mua
115	good
116	mua
119	mua
120	noise
121	noise
123	noise
124	mua
125	mua
129	noise
130	noise
132	good
133	noise
135	mua
136	good
138	noise
139	noise
140	noise
141	good
142	noise
146	good
147	noise
148	noise
149	good
150	noise
151	mua
152	noise
154	noise
155	mua
156	good
158	noise
159	good
160	good
161	good
162	mua
163	good
164	good
165	noise
166	noise
167	noise
168	mua
169	noise
171	noise
173	mua
174	mua
175	mua
176	mua
177	noise
180	mua
181	noise
182	noise
183	noise
184	good
185	good
186	good
187	noise
188	noise
189	good
191	noise
192	good
193	good
195	good
196	good
197	good
392	good
723	good
809	good
840	good
843	good
846	good
932	good
939	good
1040	good
1185	good
1186	good
1187	good
1188	good
1189	mua
1350	good
1351	good
