cluster_id	group
1	mua
2	good
3	mua
5	good
6	mua
7	noise
8	mua
9	noise
11	good
12	noise
13	good
14	noise
15	good
16	noise
18	mua
19	mua
20	good
22	mua
24	noise
25	mua
26	mua
27	noise
28	good
29	noise
30	good
31	good
32	good
33	mua
35	good
37	mua
39	good
40	mua
42	noise
43	good
44	noise
45	mua
46	noise
47	mua
48	noise
51	mua
52	mua
54	mua
55	noise
57	good
58	good
59	noise
60	mua
63	mua
64	mua
65	mua
66	mua
68	mua
69	mua
70	mua
71	mua
72	noise
75	noise
76	good
77	mua
78	good
80	good
81	noise
83	noise
84	noise
85	mua
86	noise
88	mua
90	good
92	mua
93	noise
94	noise
96	noise
97	mua
98	good
99	good
100	noise
101	mua
102	noise
103	noise
104	noise
105	mua
106	noise
107	noise
110	noise
111	noise
112	noise
113	noise
115	mua
116	noise
117	noise
118	mua
119	good
120	noise
121	good
122	mua
123	good
125	noise
126	good
127	mua
129	noise
131	noise
133	noise
134	noise
136	mua
137	mua
138	mua
140	mua
141	noise
143	mua
144	noise
145	mua
146	mua
147	noise
148	noise
149	good
150	mua
151	mua
152	mua
153	noise
154	noise
155	mua
156	noise
157	noise
159	noise
160	good
161	noise
162	noise
164	good
165	noise
166	noise
167	noise
169	good
170	mua
171	noise
172	mua
173	good
174	mua
175	mua
177	mua
178	noise
179	noise
180	mua
181	noise
182	noise
183	noise
184	mua
185	noise
186	noise
187	mua
190	noise
191	mua
192	noise
193	mua
194	mua
197	mua
199	mua
393	good
395	noise
396	good
518	good
519	mua
520	noise
521	good
522	good
523	noise
