cluster_id	group
0	noise
1	good
2	noise
3	mua
4	noise
5	mua
7	noise
8	noise
9	noise
10	noise
11	good
12	noise
13	noise
14	noise
16	noise
17	good
18	good
19	good
20	noise
21	noise
23	noise
24	noise
27	good
28	good
29	mua
30	noise
31	noise
33	mua
35	noise
36	noise
38	good
39	noise
40	noise
41	noise
43	noise
44	mua
45	good
46	noise
47	good
48	noise
49	mua
51	mua
52	noise
53	noise
55	good
56	noise
57	good
58	good
59	noise
61	noise
62	noise
63	good
65	noise
66	mua
69	noise
70	good
71	noise
73	noise
74	mua
75	good
77	noise
78	good
79	mua
81	good
82	good
87	mua
88	mua
89	good
90	mua
91	noise
92	noise
93	noise
95	good
96	noise
97	noise
98	noise
99	good
101	good
102	mua
103	good
104	noise
105	good
107	good
108	good
109	mua
110	good
111	noise
112	noise
113	noise
117	noise
118	good
119	good
120	noise
122	mua
123	noise
124	noise
125	noise
126	mua
127	mua
130	noise
131	noise
132	mua
133	noise
134	noise
135	good
136	noise
138	mua
139	noise
140	noise
142	good
146	noise
147	good
149	noise
151	noise
152	good
153	noise
155	good
156	noise
157	mua
158	mua
159	good
160	noise
162	noise
163	mua
164	good
167	noise
168	good
170	noise
172	good
173	good
176	noise
177	good
178	noise
180	good
181	good
183	noise
184	noise
185	good
186	noise
188	noise
189	noise
190	noise
191	good
192	good
193	mua
194	good
195	mua
196	mua
198	noise
200	noise
202	noise
260	good
261	good
262	good
263	good
264	good
305	good
306	mua
307	good
