id	amplitude	channel	depth	firing_rate	group	n_spikes
2	32.65087891	18	30.00000000	0.1 spk/s	good	359
3	24.00154114	23	32.00000000	0.6 spk/s	noise	1556
4	53.36520386	51	43.00000000	9.4 spk/s	good	24754
6	39.41954041	45	46.00000000	7.3 spk/s	good	19290
9	25.36851311	23	32.00000000	1.3 spk/s	noise	3375
10	49.19734955	61	60.00000000	5.3 spk/s	mua	13879
11	34.55159378	23	32.00000000	12.7 spk/s	good	33297
12	49.68599701	0	3.00000000	0.7 spk/s	good	1851
14	51.14387512	35	49.00000000	6.7 spk/s	mua	17561
15	76.17327118	30	2.00000000	3.5 spk/s	good	9300
16	53.75969696	44	35.00000000	1.9 spk/s	mua	4883
17	73.50032806	30	2.00000000	2.6 spk/s	good	6780
22	37.30292892	18	30.00000000	0.2 spk/s	good	484
23	74.70093536	58	52.00000000	5.9 spk/s	good	15464
26	26.17939758	23	32.00000000	1.9 spk/s	noise	5039
29	39.85192490	43	34.00000000	0.2 spk/s	good	563
30	49.86502075	60	53.00000000	0.7 spk/s	good	1765
32	27.36949921	10	26.00000000	1.8 spk/s	good	4825
34	59.20729065	36	57.00000000	0.3 spk/s	good	838
36	37.40908432	50	38.00000000	2.2 spk/s	noise	5725
37	42.16880035	44	35.00000000	12.4 spk/s	noise	32655
40	25.80375671	58	52.00000000	10.6 spk/s	noise	27791
44	50.94251251	49	44.00000000	7.1 spk/s	good	18708
45	78.55210876	50	38.00000000	4.2 spk/s	mua	10925
48	47.21714020	23	32.00000000	22.2 spk/s	good	58262
49	44.50493240	35	49.00000000	1.6 spk/s	good	4118
50	73.55322266	57	40.00000000	10.8 spk/s	good	28471
51	41.32961273	39	54.00000000	3.2 spk/s	mua	8356
56	49.47316360	32	63.00000000	5.1 spk/s	good	13364
58	61.46565247	48	37.00000000	4.9 spk/s	mua	12823
60	22.14381027	50	38.00000000	0.8 spk/s	noise	2182
62	54.81966400	28	1.00000000	2.1 spk/s	noise	5586
64	47.97857666	11	23.00000000	2.9 spk/s	good	7568
67	90.38063812	52	39.00000000	4.2 spk/s	good	11172
69	84.34191895	35	49.00000000	6.0 spk/s	good	15870
70	45.69031525	61	60.00000000	0.3 spk/s	good	698
71	63.64614868	11	23.00000000	21.9 spk/s	good	57557
72	54.43410492	33	50.00000000	4.1 spk/s	good	10901
74	32.66208649	27	9.00000000	31.3 spk/s	mua	82386
76	52.02281952	28	1.00000000	9.0 spk/s	good	23617
81	42.44142151	0	3.00000000	5.6 spk/s	good	14696
82	35.22789383	38	58.00000000	3.0 spk/s	mua	7985
83	21.55760956	10	26.00000000	1.6 spk/s	noise	4273
86	41.75719070	59	61.00000000	3.0 spk/s	good	7819
87	28.81868744	10	26.00000000	3.4 spk/s	good	8984
88	55.52148438	53	42.00000000	3.7 spk/s	good	9757
89	74.33172607	48	37.00000000	5.0 spk/s	good	13096
91	77.18870544	60	53.00000000	15.2 spk/s	mua	40024
